lane_id,origin_location_id,mandi_id,origin_state,origin_district,market_option,market_name,road_distance_km,freight_inr_per_quintal,handling_inr_per_quintal,loading_inr_per_quintal,expected_transit_days,mode,use_case,effective_date,data_status
FML-B581D913CE,LOC-46EAC5C325,MND-AEA71E92A8,Gujarat,Valsad,B,Valsad — Secondary Market Yard,38,56.8,12,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-221AC8AC5B,LOC-46EAC5C325,MND-671D3BD03C,Gujarat,Valsad,C,Valsad — Regional Wholesale Market,9,18,11,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-92C44EE07B,LOC-FDC53A175E,MND-DFC8104A1A,Gujarat,Vav-Tharad,A,Vav-Tharad — Primary Local Mandi,54,71.4,10,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E6F0B183B8,LOC-FDC53A175E,MND-508F0F6140,Gujarat,Vav-Tharad,B,Vav-Tharad — Secondary Market Yard,25,35.5,7,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-9A62295B2A,LOC-FDC53A175E,MND-441E8DEAE4,Gujarat,Vav-Tharad,C,Vav-Tharad — Regional Wholesale Market,18,40.8,7,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-D7A4AAA2CB,LOC-DAC165FAAE,MND-F4843BD03E,Haryana,Ambala,A,Ambala — Primary Local Mandi,36,51.6,11,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E862AA8FE8,LOC-DAC165FAAE,MND-55887B9962,Haryana,Ambala,B,Ambala — Secondary Market Yard,58,75.8,6,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-402912BC6E,LOC-DAC165FAAE,MND-DD3564DF07,Haryana,Ambala,C,Ambala — Regional Wholesale Market,27,48.7,5,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0B10822593,LOC-3D603DA0C6,MND-1ED9E53C83,Haryana,Bhiwani,A,Bhiwani — Primary Local Mandi,43,55.3,14,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-55DD1751D8,LOC-3D603DA0C6,MND-5700FE84D9,Haryana,Bhiwani,B,Bhiwani — Secondary Market Yard,30,44.0,12,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-2EB9B1981C,LOC-3D603DA0C6,MND-DF9FAC2CF4,Haryana,Bhiwani,C,Bhiwani — Regional Wholesale Market,18,34.8,9,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-B610DF9192,LOC-C741DC7023,MND-84D662346B,Haryana,Charkhi Dadri,A,Charkhi Dadri — Primary Local Mandi,42,66.2,7,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-1FC65AAAE7,LOC-C741DC7023,MND-3C558AE675,Haryana,Charkhi Dadri,B,Charkhi Dadri — Secondary Market Yard,70,89.0,14,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-A2C6F8B675,LOC-C741DC7023,MND-3A7D154A9C,Haryana,Charkhi Dadri,C,Charkhi Dadri — Regional Wholesale Market,48,70.8,13,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-76DB7A9188,LOC-4728827CCF,MND-90DFA7D663,Haryana,Faridabad,A,Faridabad — Primary Local Mandi,49,64.9,11,9,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0577B3ABBA,LOC-4728827CCF,MND-1FC5FCA0B4,Haryana,Faridabad,B,Faridabad — Secondary Market Yard,34,51.4,6,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-12A36D43F0,LOC-4728827CCF,MND-75D116C024,Haryana,Faridabad,C,Faridabad — Regional Wholesale Market,22,37.2,7,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-FE3CCAEC88,LOC-993D069D4A,MND-29E14A3368,Haryana,Fatehabad,A,Fatehabad — Primary Local Mandi,42,59.2,8,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-6A2BB83611,LOC-993D069D4A,MND-F897DC63B2,Haryana,Fatehabad,B,Fatehabad — Secondary Market Yard,75,93.5,11,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-BB85A8FA5D,LOC-993D069D4A,MND-B58D85F295,Haryana,Fatehabad,C,Fatehabad — Regional Wholesale Market,43,55.3,14,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-98A18EC3FF,LOC-CE8D12D793,MND-11C80015BA,Haryana,Gurugram,A,Gurugram — Primary Local Mandi,17,33.7,7,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-92E04511BB,LOC-CE8D12D793,MND-97013B198E,Haryana,Gurugram,B,Gurugram — Secondary Market Yard,53,66.3,10,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-50C74FC318,LOC-CE8D12D793,MND-292CCA911C,Haryana,Gurugram,C,Gurugram — Regional Wholesale Market,5,21.5,7,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-BB2642CB7F,LOC-79E560BFFF,MND-9118ECEA42,Haryana,Hansi,A,Hansi — Primary Local Mandi,50,62.0,8,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-66695F920F,LOC-79E560BFFF,MND-0E9E4B615C,Haryana,Hansi,B,Hansi — Secondary Market Yard,51,75.1,6,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-7AE5B4FEDD,LOC-79E560BFFF,MND-90BD46CF4D,Haryana,Hansi,C,Hansi — Regional Wholesale Market,68,84.8,12,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-873D300FBA,LOC-64E025EBEE,MND-2D3333E7E3,Haryana,Hisar,A,Hisar — Primary Local Mandi,77,91.7,8,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-9F4B3EB8E4,LOC-64E025EBEE,MND-DEAD0648FF,Haryana,Hisar,B,Hisar — Secondary Market Yard,75,95.5,12,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-C5F784AD09,LOC-64E025EBEE,MND-6899FA8BE8,Haryana,Hisar,C,Hisar — Regional Wholesale Market,11,21.1,12,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-12D74653EE,LOC-A4F939839C,MND-24F88AD87C,Haryana,Jhajjar,A,Jhajjar — Primary Local Mandi,73,87.3,5,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-4C88BDD973,LOC-A4F939839C,MND-B52606D576,Haryana,Jhajjar,B,Jhajjar — Secondary Market Yard,14,26.4,13,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-8F8DDBCC00,LOC-A4F939839C,MND-5F9C6AC653,Haryana,Jhajjar,C,Jhajjar — Regional Wholesale Market,75,104.5,14,9,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-DA50ACEFE3,LOC-039E8EA44B,MND-ACEB49BC5F,Haryana,Jind,A,Jind — Primary Local Mandi,76,102.6,11,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-34F42CD09F,LOC-039E8EA44B,MND-F0C1253778,Haryana,Jind,B,Jind — Secondary Market Yard,57,79.7,9,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-A64F08ABA4,LOC-039E8EA44B,MND-D67A6915CE,Haryana,Jind,C,Jind — Regional Wholesale Market,37,60.7,13,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-53E9D5C1A7,LOC-8C8AF365BE,MND-3B1719C586,Haryana,Kaithal,A,Kaithal — Primary Local Mandi,25,43.5,8,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-14C6C5D5AD,LOC-8C8AF365BE,MND-94466F3B88,Haryana,Kaithal,B,Kaithal — Secondary Market Yard,73,90.3,14,9,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-2BFEFF04E1,LOC-8C8AF365BE,MND-E052DDBF70,Haryana,Kaithal,C,Kaithal — Regional Wholesale Market,35,49.5,10,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-44ADCD9865,LOC-983975E043,MND-2DCB6C30E4,Haryana,Karnal,A,Karnal — Primary Local Mandi,60,82.0,9,9,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-66381D21E1,LOC-983975E043,MND-935594F225,Haryana,Karnal,B,Karnal — Secondary Market Yard,19,28.9,14,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-614889AD3E,LOC-983975E043,MND-D5477D59F6,Haryana,Karnal,C,Karnal — Regional Wholesale Market,16,30.6,6,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-D442857F3F,LOC-78D0386871,MND-355A31F137,Haryana,Kurukshetra,A,Kurukshetra — Primary Local Mandi,77,101.7,5,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-C7478A4157,LOC-78D0386871,MND-29AC55D5A6,Haryana,Kurukshetra,B,Kurukshetra — Secondary Market Yard,5,27.5,13,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-DD96845525,LOC-78D0386871,MND-E456A7F0A4,Haryana,Kurukshetra,C,Kurukshetra — Regional Wholesale Market,54,67.4,6,9,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-297AFCC62D,LOC-B32282E06B,MND-065DCB6563,Haryana,Mahendragarh,A,Mahendragarh — Primary Local Mandi,47,63.7,6,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E3F207466B,LOC-B32282E06B,MND-1E6236911F,Haryana,Mahendragarh,B,Mahendragarh — Secondary Market Yard,35,51.5,11,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-8272A534D6,LOC-B32282E06B,MND-0E74C4F2C9,Haryana,Mahendragarh,C,Mahendragarh — Regional Wholesale Market,22,38.2,11,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-559B108A83,LOC-DD694F030E,MND-74115FD477,Haryana,Nuh,A,Nuh — Primary Local Mandi,63,81.3,11,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-22F31CEEC3,LOC-DD694F030E,MND-51940DB972,Haryana,Nuh,B,Nuh — Secondary Market Yard,11,18.1,5,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-1BF665CB93,LOC-DD694F030E,MND-848515BB74,Haryana,Nuh,C,Nuh — Regional Wholesale Market,21,31.1,12,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-87A07BBC18,LOC-C94A6EA5E5,MND-370028C911,Haryana,Palwal,A,Palwal — Primary Local Mandi,78,106.8,8,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-12AD4A9F9F,LOC-C94A6EA5E5,MND-D76F04E159,Haryana,Palwal,B,Palwal — Secondary Market Yard,26,35.6,10,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-2DB85A1F3A,LOC-C94A6EA5E5,MND-719C164BF3,Haryana,Palwal,C,Palwal — Regional Wholesale Market,26,49.6,11,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-FF79BE9E5E,LOC-ED9195B8AF,MND-3A0A3D09F6,Haryana,Panchkula,A,Panchkula — Primary Local Mandi,63,76.3,11,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E461D13C0B,LOC-ED9195B8AF,MND-C2C07D7BF0,Haryana,Panchkula,B,Panchkula — Secondary Market Yard,50,73.0,5,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-31EA168D61,LOC-ED9195B8AF,MND-2F22000976,Haryana,Panchkula,C,Panchkula — Regional Wholesale Market,72,98.2,14,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-3D076AE673,LOC-538CE55B79,MND-90E1D4E8EB,Haryana,Panipat,A,Panipat — Primary Local Mandi,13,29.3,13,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-AB30700AB9,LOC-538CE55B79,MND-F0B4F4D6C5,Haryana,Panipat,B,Panipat — Secondary Market Yard,20,41.0,5,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-8A0A608363,LOC-538CE55B79,MND-E47CF1D59D,Haryana,Panipat,C,Panipat — Regional Wholesale Market,24,36.4,8,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-CD88A0F891,LOC-093B474689,MND-2FD9649AB9,Haryana,Rewari,A,Rewari — Primary Local Mandi,73,86.3,12,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-A85B8193BC,LOC-093B474689,MND-58F9E643B8,Haryana,Rewari,B,Rewari — Secondary Market Yard,75,99.5,14,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-271FD84FB6,LOC-093B474689,MND-0B52199C66,Haryana,Rewari,C,Rewari — Regional Wholesale Market,21,45.1,11,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-003C1CF1B0,LOC-94E74E8189,MND-33339FDF01,Haryana,Rohtak,A,Rohtak — Primary Local Mandi,19,30.9,6,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-8379E5C2CA,LOC-94E74E8189,MND-C4F928C106,Haryana,Rohtak,B,Rohtak — Secondary Market Yard,70,94.0,13,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-748AB67052,LOC-94E74E8189,MND-7A52B5093A,Haryana,Rohtak,C,Rohtak — Regional Wholesale Market,32,46.2,9,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-C6C8DC70A2,LOC-7B71E4E7CF,MND-D9DF337F3F,Haryana,Sirsa,A,Sirsa — Primary Local Mandi,37,47.7,11,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E4ED5E925E,LOC-7B71E4E7CF,MND-4C4D658857,Haryana,Sirsa,B,Sirsa — Secondary Market Yard,80,103.0,9,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-B4D827FCE8,LOC-7B71E4E7CF,MND-26657C5659,Haryana,Sirsa,C,Sirsa — Regional Wholesale Market,72,90.2,12,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-281ACBE180,LOC-248109CB1B,MND-8075B3B108,Haryana,Sonipat,A,Sonipat — Primary Local Mandi,11,18.1,9,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-ED2C609E41,LOC-248109CB1B,MND-677FC424A0,Haryana,Sonipat,B,Sonipat — Secondary Market Yard,36,53.6,7,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-A85ADB52AD,LOC-248109CB1B,MND-71A940E668,Haryana,Sonipat,C,Sonipat — Regional Wholesale Market,24,35.4,8,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-82149A0045,LOC-1E0C3E3538,MND-81DCDC6A95,Haryana,Yamunanagar,A,Yamunanagar — Primary Local Mandi,49,73.9,6,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-127673B16A,LOC-1E0C3E3538,MND-83502D49F9,Haryana,Yamunanagar,B,Yamunanagar — Secondary Market Yard,7,18,10,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-439B964554,LOC-1E0C3E3538,MND-E207E32EFF,Haryana,Yamunanagar,C,Yamunanagar — Regional Wholesale Market,48,65.8,7,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-F04CE3CDBB,LOC-F25B0E33F3,MND-D12BEE8486,Himachal Pradesh,Bilaspur,A,Bilaspur — Primary Local Mandi,14,27.4,14,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-1B6C59A4CA,LOC-F25B0E33F3,MND-02EA862130,Himachal Pradesh,Bilaspur,B,Bilaspur — Secondary Market Yard,35,46.5,13,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-CB485935D3,LOC-F25B0E33F3,MND-556B18577A,Himachal Pradesh,Bilaspur,C,Bilaspur — Regional Wholesale Market,12,22.2,7,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-59762F1AC4,LOC-4AA2DF7A42,MND-61878C95A3,Himachal Pradesh,Chamba,A,Chamba — Primary Local Mandi,22,32.2,7,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-D6733742BF,LOC-4AA2DF7A42,MND-348A48FE2A,Himachal Pradesh,Chamba,B,Chamba — Secondary Market Yard,44,65.4,13,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-1F3B16D383,LOC-4AA2DF7A42,MND-A37EDDBF0D,Himachal Pradesh,Chamba,C,Chamba — Regional Wholesale Market,32,51.2,12,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-3EB9BBD049,LOC-5074C41FBA,MND-C0A472CBC4,Himachal Pradesh,Hamirpur,A,Hamirpur — Primary Local Mandi,44,58.4,13,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-6B4A517CB8,LOC-5074C41FBA,MND-1DC79A7294,Himachal Pradesh,Hamirpur,B,Hamirpur — Secondary Market Yard,14,21.4,8,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-56B43D7A4C,LOC-5074C41FBA,MND-369A4313CE,Himachal Pradesh,Hamirpur,C,Hamirpur — Regional Wholesale Market,12,22.2,8,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-2CEFCCD502,LOC-C527EC6A74,MND-961FB708A1,Himachal Pradesh,Kangra,A,Kangra — Primary Local Mandi,52,63.2,12,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-8B19702FB3,LOC-C527EC6A74,MND-A678D3F8C6,Himachal Pradesh,Kangra,B,Kangra — Secondary Market Yard,11,27.1,8,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-6EDE344B38,LOC-C527EC6A74,MND-EA7BF33AAC,Himachal Pradesh,Kangra,C,Kangra — Regional Wholesale Market,33,51.3,11,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-798CE2C5FE,LOC-3DB278A4D5,MND-7732EC7AE9,Himachal Pradesh,Kinnaur,A,Kinnaur — Primary Local Mandi,71,85.1,6,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-62897E4585,LOC-3DB278A4D5,MND-45B2AA74C9,Himachal Pradesh,Kinnaur,B,Kinnaur — Secondary Market Yard,80,104.0,10,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E003415505,LOC-3DB278A4D5,MND-B8A399705B,Himachal Pradesh,Kinnaur,C,Kinnaur — Regional Wholesale Market,72,89.2,14,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-5700FB0305,LOC-BDFA13FCE3,MND-808A4E0BCC,Himachal Pradesh,Kullu,A,Kullu — Primary Local Mandi,7,18,10,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E4A89E28DE,LOC-BDFA13FCE3,MND-A54F3D1EE2,Himachal Pradesh,Kullu,B,Kullu — Secondary Market Yard,57,77.7,12,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-1865716BB6,LOC-BDFA13FCE3,MND-DA9962714E,Himachal Pradesh,Kullu,C,Kullu — Regional Wholesale Market,49,61.9,14,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-37F442D3F0,LOC-97EE01B9C5,MND-C515F8EB4F,Himachal Pradesh,Lahaul And Spiti,A,Lahaul And Spiti — Primary Local Mandi,27,39.7,11,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-01A0E768AE,LOC-97EE01B9C5,MND-749D672FE2,Himachal Pradesh,Lahaul And Spiti,B,Lahaul And Spiti — Secondary Market Yard,23,39.3,10,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-BA0A46D351,LOC-97EE01B9C5,MND-806F344267,Himachal Pradesh,Lahaul And Spiti,C,Lahaul And Spiti — Regional Wholesale Market,70,98.0,5,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-205AB48ADF,LOC-6384BBFA1A,MND-F955C03590,Himachal Pradesh,Mandi,A,Mandi — Primary Local Mandi,39,50.9,8,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-5D5A24CE6F,LOC-6384BBFA1A,MND-42AFD4D4C0,Himachal Pradesh,Mandi,B,Mandi — Secondary Market Yard,49,74.9,13,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-4E5348D6BF,LOC-6384BBFA1A,MND-6EB9A1DF37,Himachal Pradesh,Mandi,C,Mandi — Regional Wholesale Market,21,43.1,8,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-B039C9FBEC,LOC-8F3EE981F7,MND-F9187E2758,Himachal Pradesh,Shimla,A,Shimla — Primary Local Mandi,13,32.3,9,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-6F32DB5BBB,LOC-8F3EE981F7,MND-BE55DFC2FD,Himachal Pradesh,Shimla,B,Shimla — Secondary Market Yard,45,62.5,14,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-34B365A043,LOC-8F3EE981F7,MND-F2FD0C88ED,Himachal Pradesh,Shimla,C,Shimla — Regional Wholesale Market,31,44.1,8,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-B6F13F35E6,LOC-9A439551F7,MND-8206013336,Himachal Pradesh,Sirmaur,A,Sirmaur — Primary Local Mandi,51,70.1,9,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-8A72E33326,LOC-9A439551F7,MND-94FA57594D,Himachal Pradesh,Sirmaur,B,Sirmaur — Secondary Market Yard,31,55.1,5,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-B5AFDF4091,LOC-9A439551F7,MND-2A1AC2E36A,Himachal Pradesh,Sirmaur,C,Sirmaur — Regional Wholesale Market,20,32.0,13,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-8D64C790E7,LOC-2139466C78,MND-073B8B9BDD,Himachal Pradesh,Solan,A,Solan — Primary Local Mandi,63,75.3,9,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-D43AB60A30,LOC-2139466C78,MND-7C4D474730,Himachal Pradesh,Solan,B,Solan — Secondary Market Yard,28,46.8,11,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-89984E9EAB,LOC-2139466C78,MND-1CB4E8FCBE,Himachal Pradesh,Solan,C,Solan — Regional Wholesale Market,44,54.4,12,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0D9C6D3E09,LOC-7E40A01190,MND-8746B5E8C0,Himachal Pradesh,Una,A,Una — Primary Local Mandi,18,39.8,9,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-045871DF4F,LOC-7E40A01190,MND-00FB76CA42,Himachal Pradesh,Una,B,Una — Secondary Market Yard,31,53.1,10,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-52FE12D06A,LOC-7E40A01190,MND-BD745B38C1,Himachal Pradesh,Una,C,Una — Regional Wholesale Market,63,81.3,8,9,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E418C253CC,LOC-59FD0CF40F,MND-87590A5CA2,Jammu and Kashmir,Anantnag,A,Anantnag — Primary Local Mandi,74,101.4,6,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-D8A241E004,LOC-59FD0CF40F,MND-B7B9BCCE73,Jammu and Kashmir,Anantnag,B,Anantnag — Secondary Market Yard,60,88.0,8,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0482CBF418,LOC-59FD0CF40F,MND-CB694AB98C,Jammu and Kashmir,Anantnag,C,Anantnag — Regional Wholesale Market,34,51.4,14,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-8FAF11B5EE,LOC-3CAC5BD9AA,MND-03445BE7C5,Jammu and Kashmir,Bandipora,A,Bandipora — Primary Local Mandi,65,88.5,11,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-8BA13284F2,LOC-3CAC5BD9AA,MND-C178218383,Jammu and Kashmir,Bandipora,B,Bandipora — Secondary Market Yard,80,96.0,10,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
